Hora,Noroeste Ozono,Noroeste diÌ_xido de azufre,Noroeste diÌ_xido de nitrÌ_geno,Noroeste monÌ_xido de carbono,Noroeste PM10,Noreste diÌ_xido de azufre,Noreste diÌ_xido de nitrÌ_geno,Noreste monÌ_xido de carbono,Noreste PM10,Noreste Ozono
15,69,4,5,5,48,2,3,5,39,39
16,73,4,4,5,48,2,4,4,38,29
17,59,4,5,4,48,2,4,4,38,21
18,33,4,8,4,48,2,5,3,38,19
19,14,4,9,4,48,2,6,3,38,17
20,21,4,4,4,46,2,9,3,38,12
21,16,4,6,5,44,2,8,3,39,9
22,15,4,5,5,44,2,9,3,39,13
23,14,4,7,5,44,2,10,4,38,12
24,15,5,6,5,44,2,10,4,38,9
1,20,5,7,5,44,2,9,4,36,13
2,20,5,5,4,44,2,7,4,35,16
3,19,4,4,4,45,2,7,4,34,21
4,19,4,6,4,46,2,7,4,33,19
5,21,4,10,3,48,3,9,4,33,15
6,14,7,11,3,48,3,14,4,31,11
7,6,8,10,4,48,3,15,4,30,10
8,4,9,9,5,46,4,13,5,30,6
9,5,11,11,6,46,5,13,5,31,6
10,8,12,11,6,45,6,14,6,33,11
11,11,12,11,7,43,7,13,7,34,16
12,21,12,10,8,41,7,16,8,35,28
13,36,12,9,8,44,7,13,8,38,42
14,47,12,7,9,45,8,9,8,40,46
15,69,12,4,9,46,8,10,8,41,45
16,43,12,5,8,48,8,7,8,44,44
17,31,12,8,7,49,8,10,7,45,24
18,23,13,10,7,48,8,20,6,45,19
19,18,13,10,7,48,8,12,6,48,18
20,19,13,14,7,48,8,16,6,49,18
21,2,13,16,8,49,8,20,6,50,17
22,1,13,19,9,48,8,23,6,50,17
23,1,13,16,10,49,8,24,7,51,4
24,1,13,15,11,49,7,22,8,52,3
1,1,12,13,11,50,7,21,8,54,4
2,,13,,12,51,8,,8,54,
3,,13,,13,51,8,,8,55,
4,,14,,,51,8,,,57,
5,1,13,9,,52,7,14,,57,3
6,1,9,10,,52,7,15,,57,1
7,1,8,8,,52,6,16,,58,1
8,1,6,8,,54,5,13,,60,1
9,1,5,9,,55,4,15,,63,2
10,4,4,11,11,55,4,14,9,65,6
11,12,3,7,11,55,3,16,9,67,14
12,22,3,4,10,54,3,18,9,68,24
13,34,3,4,10,54,3,14,10,70,34
14,50,3,5,10,51,3,11,10,70,47
15,90,3,5,9,49,3,10,9,71,69
16,107,3,4,8,52,3,12,8,71,71
17,80,4,4,7,55,4,10,7,73,61
18,80,4,5,6,55,4,11,6,74,47
19,43,4,8,6,57,4,18,6,76,29
20,21,4,13,6,58,4,16,6,77,21
21,16,4,20,6,58,4,27,6,76,17
22,9,4,24,7,58,4,28,7,77,9
23,13,3,20,8,58,4,26,8,77,6
24,24,3,10,8,58,4,20,8,78,16
1,21,4,9,8,55,4,16,8,77,27
2,22,4,5,8,57,4,9,8,77,21
3,25,4,7,8,55,4,10,7,76,25
4,22,4,5,7,54,4,14,7,76,16
5,11,4,10,7,54,4,10,6,76,16
6,8,4,10,5,52,4,15,5,76,13
7,1,4,15,6,52,4,17,5,76,4
8,1,4,15,7,52,4,18,6,74,1
9,2,4,16,8,54,4,18,8,74,3
10,11,4,13,9,54,4,23,9,73,9
11,26,4,7,9,55,4,22,10,73,19
12,27,4,8,9,57,5,15,11,74,25
13,34,4,9,10,57,5,10,11,73,33
14,47,4,9,10,55,5,12,11,71,41
15,55,5,4,9,55,5,8,9,70,45
16,49,4,6,7,54,5,7,8,70,39
17,33,4,5,6,51,5,10,6,68,27
18,16,4,10,5,51,5,21,5,65,20
19,13,4,17,5,50,4,20,6,63,16
20,1,4,19,6,50,4,19,7,61,14
21,1,4,17,6,50,4,17,8,63,11
22,3,4,13,6,50,4,15,8,61,14
23,4,4,15,7,28,4,16,9,58,12
24,11,4,13,7,28,4,17,10,55,11
1,11,4,11,7,28,4,15,10,55,14
2,9,4,9,6,28,4,7,8,54,19
3,8,4,8,6,28,4,5,7,54,19
4,10,4,8,5,28,4,6,6,51,19
5,8,4,9,5,29,3,8,5,50,11
6,8,3,10,4,,3,14,5,50,9
7,2,3,10,4,,3,12,5,49,6
8,1,3,10,4,30,3,11,5,48,9
9,3,3,10,5,30,3,10,5,45,8
10,9,3,8,5,31,3,8,5,43,13
11,16,3,8,5,30,3,7,5,39,19
12,21,3,9,5,29,2,7,5,35,21
13,24,3,7,5,29,2,7,5,33,21
14,21,3,9,5,29,2,10,5,31,21
15,23,2,10,5,28,2,10,5,31,24
16,24,2,9,5,26,2,9,5,33,22
17,22,2,7,5,25,2,8,5,33,24
18,23,2,8,5,28,2,9,5,33,22
19,19,2,10,5,28,2,8,5,35,19
20,10,2,12,5,28,2,12,5,35,14
21,12,2,11,6,29,2,12,5,36,13
22,12,2,10,6,29,2,12,5,36,14
23,14,2,10,6,30,2,11,5,38,13
24,14,2,10,5,30,2,8,5,40,14
1,16,2,7,6,38,2,6,5,40,16
2,19,2,7,6,36,2,4,4,41,18
3,18,2,6,5,36,2,3,4,41,19
4,16,2,4,5,36,2,3,3,41,19
5,16,2,6,5,35,2,6,3,41,16
6,13,2,8,4,34,2,13,3,41,14
7,7,2,10,4,34,2,14,3,40,11
8,4,2,11,5,33,2,16,3,40,9
9,5,2,12,5,33,2,15,5,41,11
10,10,2,10,5,31,2,14,5,41,10
11,11,2,10,5,31,2,10,6,41,13
12,14,2,8,5,31,2,14,7,43,15
13,14,2,8,5,31,2,10,8,43,17
14,19,2,7,6,33,2,7,8,44,19
15,21,2,7,6,33,2,7,8,43,21
16,24,2,7,5,33,2,8,7,41,21
17,21,2,7,5,33,2,10,6,39,20
18,19,2,6,5,33,2,11,6,39,16
19,16,2,7,5,33,2,11,6,36,14
20,14,3,10,6,33,2,12,6,36,11
21,12,3,12,5,33,2,12,6,34,11
22,9,3,11,5,33,2,9,6,33,13
23,11,3,10,5,34,2,10,6,31,14
24,9,3,9,5,34,2,9,6,30,15
1,11,3,7,5,34,2,9,5,29,14
2,11,3,7,5,34,2,6,5,29,15
3,12,3,10,4,34,2,5,5,29,16
4,13,3,9,4,34,2,7,4,29,16
5,12,3,9,4,33,2,5,4,30,15
6,9,3,9,3,33,2,6,4,31,13
7,8,3,12,3,33,2,11,3,25,10
8,9,3,11,3,33,2,11,4,,5
9,11,3,11,3,33,2,14,5,,5
10,11,3,11,3,30,2,14,5,,7
11,13,3,10,4,29,2,8,5,34,11
12,16,3,7,5,30,2,8,6,35,14
13,21,3,6,5,29,2,8,6,34,17
14,22,3,5,5,26,2,6,6,33,20
15,23,2,5,5,26,2,7,6,33,20
16,21,2,4,5,28,2,8,6,33,17
17,19,3,5,5,26,2,8,6,31,19
18,17,2,6,5,26,2,8,6,30,19
19,15,2,8,5,26,2,9,6,30,16
20,13,2,6,5,26,2,9,6,29,14
21,11,2,8,4,25,2,10,6,28,14
22,10,2,11,4,24,2,9,6,26,14
23,9,2,10,4,23,2,9,6,25,14
24,9,2,10,4,24,2,9,6,25,14
1,14,2,10,4,24,2,8,5,24,12
2,10,2,10,4,24,2,7,5,24,11
3,12,2,11,4,23,2,9,5,24,13
4,11,2,8,3,23,2,7,5,24,14
5,11,2,7,3,23,2,6,5,24,16
6,11,2,9,3,23,2,6,4,23,14
7,12,2,9,3,23,2,10,4,23,11
8,6,2,12,3,23,2,13,4,21,9
9,12,2,10,3,23,2,12,5,20,10
10,20,2,7,3,23,2,8,5,20,16
11,23,2,4,4,23,2,6,5,19,21
12,25,2,5,4,23,2,5,5,18,21
13,26,2,7,4,23,2,5,5,19,23
14,27,2,4,5,23,2,4,5,18,26
15,33,2,4,5,21,2,4,5,18,29
16,33,2,4,5,23,2,4,5,18,26
17,22,2,5,4,24,2,5,5,20,21
18,21,2,7,4,24,2,7,5,21,16
19,16,2,7,4,24,2,12,5,21,14
20,14,2,7,4,23,2,14,5,21,12
21,9,2,8,4,23,2,15,7,21,13
22,9,2,9,3,23,2,10,8,21,14
23,5,2,10,3,21,2,8,8,20,14
24,8,2,11,4,21,2,10,9,20,14
1,,2,,4,21,2,,8,20,
2,,2,,4,21,2,,8,18,
3,,2,,4,21,2,,9,18,
4,,2,,,20,2,,,18,
5,12,2,9,,20,2,6,,18,13
6,7,2,10,,20,2,11,,16,9
7,1,2,11,,20,1,12,,16,9
8,1,2,13,,19,1,12,,16,11
9,6,2,11,,19,1,11,,16,11
10,17,2,9,5,19,2,10,7,15,17
11,19,2,9,5,19,2,8,7,15,21
12,23,2,8,5,18,2,5,6,15,21
13,25,2,6,5,18,2,6,7,15,24
14,26,2,5,5,18,2,6,6,15,26
15,28,2,7,5,19,2,7,6,16,26
16,29,2,6,5,19,2,7,5,16,29
17,31,2,5,5,19,2,8,5,16,26
18,24,2,7,4,20,2,8,5,18,21
19,15,3,9,4,20,2,9,5,18,16
20,13,3,10,4,21,2,9,5,19,14
21,12,2,10,4,23,2,11,5,20,14
22,11,2,9,4,23,2,10,5,20,16
23,8,3,8,4,30,2,10,5,20,16
24,10,3,8,4,30,2,7,5,20,20
1,14,3,7,4,30,2,6,5,20,21
2,18,3,7,3,31,2,6,5,20,21
3,19,3,4,3,31,2,5,4,20,21
4,16,3,4,3,33,2,5,3,21,24
5,12,3,6,2,34,2,7,3,21,16
6,13,3,10,2,34,2,11,3,21,11
7,4,3,12,3,35,2,14,3,23,11
8,1,3,13,4,36,2,15,4,24,13
9,6,3,11,5,39,2,15,5,25,12
10,9,3,11,5,41,2,14,6,26,19
11,20,3,13,5,43,2,10,7,28,20
12,24,3,9,5,41,2,7,7,28,22
13,26,3,8,5,41,2,5,7,28,26
14,29,3,8,5,41,2,7,7,28,26
15,28,3,7,5,41,2,8,7,28,24
16,26,3,10,5,41,2,9,6,29,21
17,21,3,8,5,41,2,11,5,29,18
18,17,3,8,5,41,2,8,5,29,18
19,16,3,10,5,41,2,9,5,29,15
20,11,3,10,5,40,2,10,5,29,14
21,9,3,11,5,40,2,10,5,29,14
22,6,3,10,5,41,2,9,5,30,14
23,9,2,9,5,41,2,8,5,30,15
24,9,2,8,5,43,2,6,5,30,16
1,9,2,6,4,43,2,6,5,30,16
2,12,2,7,4,41,2,6,4,31,15
3,13,2,7,3,40,2,4,4,31,17
4,13,2,7,3,40,2,5,3,31,15
5,12,2,8,2,40,2,7,3,33,15
6,9,2,8,2,39,2,8,3,31,14
7,5,2,9,2,39,2,8,3,31,14
8,10,2,10,3,38,2,10,3,30,13
9,6,2,10,4,39,2,10,4,30,14
10,7,2,10,4,39,2,10,5,30,15
11,10,2,10,5,39,2,10,5,29,13
12,11,2,10,5,40,2,10,6,30,14
13,16,2,9,5,40,2,8,7,30,18
14,21,2,8,5,41,2,7,7,30,20
15,21,2,7,5,41,2,6,7,33,20
16,19,2,6,5,41,2,6,7,33,20
17,19,2,5,5,43,2,5,6,33,19
18,18,2,7,5,43,2,5,5,34,18
19,15,2,8,5,41,2,6,5,35,14
20,12,2,11,5,40,2,10,5,36,12
21,11,2,10,5,40,2,11,5,36,13
22,9,2,8,5,40,2,10,5,38,14
23,8,2,9,5,39,2,9,5,38,15
24,12,2,7,5,39,2,6,5,39,16
1,15,2,4,5,39,2,5,4,39,16
2,14,2,3,4,40,2,4,4,38,17
3,14,2,4,3,40,2,4,4,38,16
4,11,2,3,2,40,2,4,4,38,14
5,10,2,7,2,40,2,8,4,36,12
6,10,2,9,2,40,2,11,4,36,13
7,4,2,10,2,39,2,12,5,35,9
8,1,2,10,3,36,2,13,6,36,9
9,7,2,10,4,36,2,11,7,36,11
10,16,2,9,5,36,2,8,8,35,15
11,19,2,5,5,36,2,7,8,35,21
12,20,2,5,5,38,2,6,9,34,24
13,20,2,4,5,38,2,5,9,34,26
14,22,2,5,6,38,2,5,8,34,26
15,25,2,5,6,38,2,4,8,33,27
16,26,2,5,5,38,2,5,6,33,27
17,22,2,5,5,38,2,7,5,33,26
18,21,2,8,5,38,2,5,5,34,24
19,19,2,10,4,38,2,10,5,33,22
20,13,2,10,4,38,2,10,5,34,16
21,11,2,10,4,38,2,10,5,36,14
22,9,2,10,4,38,2,10,5,38,15
23,8,3,11,4,38,2,10,5,38,16
24,6,3,11,4,38,2,10,5,38,14
1,9,3,12,5,39,2,8,5,39,13
2,10,3,11,5,39,2,9,5,39,17
3,14,3,11,4,40,2,10,5,40,16
4,15,3,10,4,41,2,7,4,40,18
5,13,4,11,4,43,2,6,4,40,16
6,7,4,10,5,44,2,10,4,41,16
7,1,5,11,5,45,3,10,4,41,11
8,1,5,11,5,45,3,12,5,43,10
9,4,5,11,5,45,3,12,6,43,7
10,10,5,11,6,45,3,14,7,45,14
11,14,5,10,6,45,3,10,7,45,18
12,18,5,8,6,45,3,5,8,44,24
13,24,5,3,6,44,3,6,8,43,27
14,27,5,4,6,44,3,5,8,41,31
15,27,5,4,6,45,3,5,7,41,29
16,30,5,4,5,45,3,5,7,41,29
17,31,5,3,5,45,3,5,5,43,31
18,29,5,3,4,44,3,5,5,40,30
19,26,5,7,3,44,3,7,5,40,27
20,19,5,10,3,45,3,11,5,39,23
21,9,5,14,4,45,3,12,5,36,19
22,7,5,15,4,46,3,15,5,39,12
23,5,5,14,4,48,3,16,6,40,11
24,4,5,16,5,49,3,15,6,40,9
1,8,5,15,5,49,3,17,7,40,11
2,5,5,15,5,50,3,18,7,40,2
3,4,5,15,5,51,3,16,8,43,3
4,2,6,13,6,51,3,13,8,46,2
5,1,6,13,6,50,3,13,8,49,2
6,1,6,13,6,51,3,15,8,50,2
7,1,6,12,7,52,3,17,11,54,2
8,1,6,11,8,55,3,16,14,64,2
9,2,6,13,10,58,3,17,15,73,3
10,6,6,19,11,63,3,27,16,80,8
11,14,6,27,12,71,3,29,17,86,18
12,26,6,22,12,78,3,21,17,91,34
13,39,6,16,13,78,3,19,17,96,46
14,48,6,10,12,78,3,11,16,99,63
15,49,6,6,11,78,3,11,13,99,76
16,42,6,5,9,77,3,10,11,100,92
17,39,6,7,7,77,4,8,9,101,65
18,39,5,7,5,78,5,9,7,101,53
19,31,6,7,4,80,5,9,6,101,41
20,19,7,10,4,81,5,12,5,102,34
21,16,7,13,4,80,5,15,5,102,30
22,21,7,16,5,84,5,14,5,102,26
23,23,7,10,5,83,5,11,5,103,26
24,16,7,14,5,81,5,14,5,103,22
1,13,7,13,5,80,5,10,5,103,19
2,,6,,5,84,5,,5,103,
3,,5,,5,83,5,,5,103,
4,,5,,,81,6,,,102,
5,19,5,8,,78,6,9,,101,17
6,16,5,8,,76,5,10,,101,14
7,13,5,10,,73,5,11,,96,11
8,4,4,11,,70,5,15,,87,6
9,5,4,10,,65,5,13,,81,9
10,14,4,12,6,60,5,10,9,76,18
11,26,4,12,6,54,5,10,8,68,30
12,39,4,10,6,51,5,8,8,64,44
13,53,4,8,6,50,5,6,8,61,67
14,71,4,8,6,50,5,4,8,60,103
15,76,4,7,6,52,5,6,8,60,115
16,86,4,9,5,54,5,7,7,60,63
17,36,3,16,5,54,5,6,5,60,41
18,35,3,15,5,55,3,7,5,60,31
19,28,2,15,5,54,2,9,5,60,24
20,22,2,19,5,52,2,11,5,60,21
21,22,2,15,5,52,2,12,5,58,14
22,15,2,13,5,50,2,14,5,58,16
23,16,2,18,5,48,2,16,5,57,20
24,19,2,19,5,48,2,10,5,58,19
1,14,2,13,5,48,2,9,5,58,25
2,19,2,13,5,46,2,9,5,60,22
3,19,2,10,5,45,2,6,5,46,25
4,16,2,10,5,45,2,5,5,41,21
5,14,2,8,5,44,2,8,5,39,21
6,9,2,15,5,43,2,12,5,38,19
7,1,2,13,5,44,2,16,5,36,4
8,1,2,11,7,44,2,18,6,35,2
9,2,2,13,9,44,2,17,8,34,4
10,8,2,15,10,45,2,17,9,34,11
11,18,2,15,11,46,2,15,10,34,21
12,31,2,16,11,46,2,13,11,35,34
13,44,2,12,11,46,2,13,11,43,65
14,67,2,19,11,46,2,11,11,43,100
15,90,2,16,11,45,2,7,10,43,88
16,88,2,11,9,45,2,6,8,43,61
17,49,2,8,6,45,2,7,6,43,53
18,46,2,15,5,45,2,11,6,40,39
19,30,2,15,5,44,2,14,5,41,26
20,25,2,20,5,46,2,13,5,41,26
21,22,2,18,5,45,2,17,5,44,25
22,19,3,19,5,44,2,19,6,43,24
23,17,3,19,5,44,2,18,7,43,18
24,16,3,19,6,46,2,16,7,43,18
1,16,3,18,6,48,2,12,7,43,19
2,18,3,13,5,48,2,9,7,43,19
3,19,2,8,5,48,2,9,6,41,14
4,20,2,12,5,48,2,9,6,40,13
5,18,2,11,4,48,2,11,5,40,15
6,13,2,16,4,49,2,14,5,40,14
7,8,2,19,4,49,2,16,5,41,4
8,2,2,20,5,50,2,17,5,43,3
9,9,3,15,5,55,2,17,7,44,6
10,21,3,16,5,64,2,17,8,45,17
11,23,3,18,6,64,2,13,9,46,20
12,26,3,15,6,64,2,9,9,45,29
13,33,3,9,6,63,2,7,9,44,35
14,35,3,9,7,63,2,5,9,44,34
15,33,3,9,6,61,2,4,9,44,34
16,32,3,6,5,64,2,4,7,44,34
17,31,2,8,5,64,2,5,6,44,33
18,29,2,10,5,64,2,6,5,43,30
19,26,2,12,5,64,2,8,5,40,27
20,22,2,10,4,61,2,9,5,40,23
21,20,2,10,4,60,2,9,5,39,18
22,20,2,9,4,58,2,7,5,40,20
23,21,2,13,4,58,2,8,5,39,16
24,21,2,11,3,58,2,7,5,39,17
1,19,2,12,3,57,2,6,5,38,18
2,20,2,6,3,55,2,5,5,36,21
3,20,2,5,3,55,2,7,4,35,20
4,20,2,9,3,55,2,11,4,35,16
5,18,2,13,3,55,2,7,4,34,19
6,16,3,13,3,55,2,10,4,34,11
7,14,3,15,3,55,2,13,4,34,6
8,4,4,18,4,51,2,16,5,34,4
9,6,4,20,5,46,3,16,5,34,4
10,6,4,16,5,43,3,12,6,33,11
11,12,4,11,5,44,2,10,7,34,15
12,19,4,10,6,44,2,9,7,33,20
13,22,4,7,6,43,2,6,8,34,26
14,26,4,7,6,41,2,5,8,35,29
15,27,4,6,6,40,2,7,7,35,27
16,28,4,8,5,40,2,8,7,35,25
17,24,4,7,5,40,2,7,6,30,26
18,22,4,6,5,40,2,8,5,30,21
19,19,4,9,4,39,2,9,5,30,18
20,15,4,11,4,39,2,13,5,29,14
21,14,4,10,4,38,2,11,5,28,14
22,10,4,10,4,36,2,10,5,28,11
23,11,4,9,4,36,2,10,5,28,13
24,11,4,10,4,36,2,10,5,28,15
1,13,4,9,3,36,2,6,5,28,16
2,15,4,12,3,36,2,6,5,29,19
3,16,4,10,3,36,2,5,5,29,21
4,17,4,11,3,38,2,6,4,30,21
5,16,4,10,3,38,2,8,4,30,16
6,15,4,13,3,38,2,11,4,30,11
7,14,4,14,3,38,2,17,5,29,4
8,5,3,17,4,39,2,16,5,29,4
9,7,3,15,4,38,2,13,7,30,14
10,19,2,12,5,35,2,10,8,29,18
11,20,2,11,5,33,2,8,8,28,21
12,21,2,9,5,31,2,9,9,28,26
13,21,2,8,5,31,2,5,10,28,28
14,21,2,9,5,31,2,5,10,28,26
15,24,2,9,5,33,2,4,9,28,26
16,25,2,10,5,34,2,6,7,26,24
17,23,2,11,5,34,2,9,6,26,22
18,21,2,10,5,34,2,8,5,28,23
19,19,2,9,5,33,2,10,5,28,19
20,19,2,12,4,33,2,9,5,28,16
21,16,2,10,4,34,2,9,5,28,12
22,12,2,14,4,34,2,10,5,28,14
23,12,2,12,4,34,2,7,5,29,15
24,14,2,10,4,35,2,7,5,29,18
1,15,3,9,4,35,2,8,5,30,19
2,15,3,10,3,36,2,4,5,31,20
3,14,3,10,3,36,2,3,5,30,20
4,12,3,11,3,36,2,5,4,30,20
5,13,3,12,3,36,2,7,4,30,17
6,11,3,12,3,36,2,10,4,30,11
7,6,3,14,3,36,2,12,4,30,9
8,4,3,15,3,40,2,13,5,30,9
9,7,3,14,4,38,2,13,6,28,11
10,18,3,10,4,36,2,9,6,26,15
11,21,3,10,4,38,2,8,7,26,19
12,24,3,10,5,38,2,6,7,26,21
13,24,3,10,5,36,2,10,8,26,24
14,26,3,9,5,36,2,8,8,25,30
15,31,3,8,5,36,2,7,8,25,34
16,31,3,10,5,36,2,7,7,28,34
17,30,3,10,5,38,2,7,6,26,29
18,22,3,8,4,38,2,6,5,26,22
19,19,3,12,4,39,2,8,5,26,20
20,13,3,13,4,41,2,8,6,26,14
21,9,3,11,4,44,2,9,6,28,13
22,8,3,14,4,44,2,9,6,29,12
23,8,3,13,4,44,2,8,6,28,12
24,11,3,12,4,41,2,10,6,28,14
1,,3,,4,41,2,,6,28,
2,,3,,4,40,2,,6,28,
3,,3,,4,39,2,,6,28,
4,,3,,,39,2,,,28,
5,13,3,12,,39,2,8,,28,16
6,11,3,14,,40,2,10,,28,10
7,6,3,14,,40,2,11,,28,9
8,2,3,14,,39,2,15,,29,5
9,3,3,17,,39,2,15,,30,9
10,13,3,14,6,41,2,15,8,30,11
11,18,3,10,5,43,2,10,8,30,19
12,24,3,10,5,43,2,9,7,30,25
13,29,3,12,6,43,2,8,7,30,36
14,40,3,10,6,43,2,7,7,29,44
15,44,3,10,6,43,2,7,7,29,55
16,55,3,10,5,41,2,6,5,28,65
17,63,3,9,5,44,2,6,5,28,57
18,45,3,10,5,44,2,7,5,30,40
19,37,3,8,4,45,2,9,5,31,26
20,20,3,8,4,45,2,10,5,31,21
21,16,2,10,4,46,2,9,5,30,20
22,14,2,12,3,45,2,11,5,29,16
23,13,2,11,3,45,2,12,5,30,16
24,7,2,12,3,45,2,12,6,30,16
1,9,2,9,3,46,2,12,6,30,12
2,6,2,13,3,45,2,12,6,31,14
3,6,2,10,4,46,2,13,6,30,15
4,4,3,10,4,46,2,13,5,30,13
5,5,3,11,4,46,2,12,5,30,13
6,6,3,10,4,46,2,9,5,34,11
7,5,3,12,4,48,3,10,5,33,6
8,4,3,11,4,48,4,12,5,31,4
9,4,3,9,5,46,5,12,5,31,4
10,11,3,10,5,45,5,11,5,31,8
11,19,3,11,5,45,5,10,6,33,16
12,27,3,16,5,44,5,14,6,35,29
13,41,3,19,6,45,5,14,7,38,48
14,55,3,13,6,46,5,8,7,39,88
15,67,3,9,5,49,5,6,7,40,71
16,55,3,7,5,46,6,8,7,39,65
17,57,5,8,5,48,6,6,7,41,49
18,44,5,8,5,49,6,7,6,40,39
19,31,5,8,5,51,6,8,6,39,24
20,21,5,10,4,52,6,10,5,39,19
21,21,5,10,4,52,6,9,5,40,17
22,19,5,10,3,51,6,7,5,40,19
23,16,5,8,3,51,6,8,5,39,20
24,14,5,7,3,50,6,6,5,40,19
1,16,5,6,3,50,6,4,5,39,20
2,18,5,5,4,50,6,3,5,39,19
3,17,5,5,4,50,6,2,5,40,20
4,19,5,5,4,50,6,2,4,41,21
5,17,5,8,3,49,6,2,4,43,19
6,13,5,10,3,48,6,6,4,44,16
7,7,5,14,3,48,5,7,4,43,14
8,5,5,15,3,46,4,10,4,44,13
9,11,5,12,3,46,4,12,5,41,16
10,16,5,13,3,46,3,9,5,39,17
11,18,5,11,4,46,3,8,5,36,19
12,18,5,11,4,46,3,7,5,33,22
13,20,5,10,5,45,2,7,6,31,22
14,22,5,8,5,44,2,5,6,29,24
15,22,5,6,5,43,2,4,6,28,27
16,24,5,7,5,41,2,5,5,28,27
17,21,4,6,5,39,2,7,4,24,24
18,18,4,8,4,36,2,5,4,25,19
19,17,4,9,4,34,2,7,4,24,19
20,16,4,9,4,31,2,8,4,23,18
21,17,4,13,4,30,2,8,4,21,17
22,21,4,15,4,30,2,8,4,20,16
23,17,4,10,3,30,2,8,4,19,19
24,18,4,9,3,29,2,5,4,18,20
1,19,3,10,3,29,2,5,4,26,20
2,20,3,9,3,28,2,8,4,26,21
3,21,3,10,2,28,2,7,3,25,19
4,20,3,6,2,28,2,8,3,25,19
5,20,3,7,2,26,2,11,3,25,12
6,13,3,14,2,28,2,10,3,26,16
7,9,3,17,2,29,2,11,3,26,14
8,6,3,20,3,30,2,12,3,26,12
9,5,3,18,3,31,2,13,4,28,14
10,11,3,17,4,33,2,10,4,28,21
11,16,3,15,5,33,2,9,5,28,23
12,23,3,10,5,34,2,8,5,26,23
13,28,3,9,5,33,2,6,5,26,28
14,31,3,9,5,33,2,6,5,28,31
15,32,3,11,5,33,2,6,5,26,33
16,33,3,9,5,33,2,6,5,28,31
17,30,3,10,5,34,2,6,5,28,29
18,29,2,8,5,34,2,6,4,28,27
19,22,2,11,5,33,2,8,4,29,22
20,20,2,12,5,34,2,10,4,29,20
21,17,2,11,5,35,2,11,4,29,19
22,17,2,13,4,35,2,10,4,31,19
23,16,2,12,4,36,2,8,4,33,18
24,18,2,10,4,36,2,7,4,33,16
1,19,2,9,4,38,2,9,4,33,16
2,13,3,9,4,38,2,12,4,34,17
3,9,3,12,4,38,2,10,4,36,17
4,9,4,11,3,39,2,10,4,36,10
5,6,4,11,3,40,2,14,5,36,5
6,4,4,10,3,39,2,12,5,38,2
7,11,4,15,4,39,2,13,6,40,2
8,1,4,15,5,40,2,14,6,43,2
9,8,4,15,5,40,2,13,8,45,3
10,10,4,14,5,43,2,17,9,50,6
11,14,4,14,5,44,2,16,10,55,9
12,20,4,18,6,45,2,18,11,63,16
13,28,5,22,7,48,2,20,12,65,33
14,37,5,19,7,50,2,17,11,71,48
15,50,5,16,7,52,2,11,11,74,65
16,65,5,13,7,55,2,8,10,76,59
17,61,5,11,6,57,2,10,8,76,65
18,43,5,13,6,57,2,10,7,76,46
19,38,5,20,6,58,2,9,6,76,39
20,34,5,20,5,58,2,13,5,77,21
21,15,5,17,5,60,2,13,5,77,19
22,14,5,17,5,61,2,13,5,78,19
23,13,5,17,5,63,2,13,5,78,11
24,15,5,16,5,64,2,11,5,80,14
1,15,7,14,4,64,3,9,5,80,16
2,11,10,14,4,67,5,13,5,80,13
3,9,11,15,4,68,8,14,5,78,13
4,9,12,15,4,71,12,14,5,78,8
5,6,13,14,4,73,15,14,5,78,6
6,4,14,15,4,74,16,15,5,78,3
7,1,14,14,4,74,18,16,5,78,3
8,1,15,17,5,73,18,13,7,80,3
9,2,15,20,6,73,18,16,10,86,4
10,7,16,25,7,78,19,18,11,88,6
11,15,17,24,8,83,18,21,12,90,11
12,25,18,31,9,84,18,18,12,87,23
13,41,18,30,10,84,18,14,12,87,44
14,49,18,29,11,83,17,11,13,88,84
15,104,18,20,11,81,17,9,13,91,88
16,98,18,20,9,81,17,6,11,91,69
17,49,18,12,8,81,18,7,9,91,65
18,48,21,22,7,83,18,10,7,93,43
19,26,21,25,7,83,18,14,6,96,32
20,22,21,20,6,83,18,17,5,99,28
21,22,22,19,6,81,18,16,5,100,21
22,16,22,22,5,80,18,20,5,101,14
23,10,22,18,5,83,18,20,5,101,12
24,6,22,17,5,81,18,17,5,101,15
1,,22,,5,83,18,,5,102,
2,,18,,6,86,17,,5,102,
3,,16,,5,87,14,,6,103,
4,,15,,,88,12,,,103,
5,1,14,18,,88,10,14,,103,2
6,1,13,18,,88,9,14,,104,2
7,1,13,20,,88,8,14,,105,2
8,1,12,18,,90,8,14,,105,2
9,1,12,16,,90,8,16,,103,3
10,6,12,20,15,90,7,25,15,103,8
11,17,12,27,14,87,7,30,15,104,16
12,31,12,30,13,90,6,19,15,105,29
13,42,11,20,12,88,6,9,15,105,59
14,76,12,15,12,88,6,8,14,105,71
15,104,11,18,10,88,6,6,14,103,67
16,76,12,11,8,88,6,5,11,103,76
17,73,9,11,6,88,6,7,8,103,57
18,53,8,15,5,88,6,7,7,104,47
19,42,8,18,5,88,6,9,6,103,46
20,32,8,18,5,91,6,13,5,102,35
21,20,8,18,5,94,6,18,4,102,24
22,13,8,20,5,94,6,20,4,102,21
23,11,8,24,5,93,6,20,5,102,24
24,11,8,22,5,94,6,20,5,102,21
1,9,8,20,5,96,6,20,6,102,19
